amount,currency,epoch_date,status,transaction_type,gateway
2000.0,MXN,1480004917.36,failed,Purchase,GA
3200.0,MXN,1469992169.0,gateway_processing_failed,Purchase,GB
5110.0,MXN,1464914547.01,succeeded,Purchase,GB
8948.0,MXN,1479622168.5,gateway_processing_failed,Purchase,GA
57880.0,MXN,1461127806.45,gateway_processing_failed,Credit,GB
3200.0,MXN,1472324335.23,gateway_processing_failed,Purchase,GB
2500.0,MXN,1477012413.91,succeeded,Purchase,GB
13500.0,MXN,1460355323.92,gateway_processing_failed,Purchase,GB
20628.0,MXN,1479604179.7,succeeded,Purchase,GA
300.0,MXN,1459805413.89,succeeded,Authorization,GB
3200.0,MXN,1473030263.02,succeeded,Purchase,GB
300.0,MXN,1478911800.5,gateway_processing_failed,Authorization,GA
3500.0,MXN,1450785453.81,succeeded,Purchase,GB
300.0,MXN,1449511285.36,succeeded,Authorization,GA
4100.0,MXN,1459952939.93,succeeded,Purchase,GB
4440.0,MXN,1455084274.59,gateway_processing_failed,Purchase,GB
10900.0,MXN,1479192326.41,gateway_processing_failed,Credit,GB
10900.0,MXN,1480099545.78,gateway_processing_failed,Credit,GB
23180.0,MXN,1461612272.91,gateway_processing_failed,Purchase,GB
5470.0,MXN,1447565106.97,succeeded,Purchase,GB
10900.0,MXN,1466222968.73,gateway_processing_failed,Purchase,GB
4792.0,MXN,1442021562.67,succeeded,Purchase,GB
3200.0,MXN,1475361342.62,gateway_processing_failed,Purchase,GB
3200.0,MXN,1474352120.92,succeeded,Purchase,GB
300.0,MXN,1462318847.14,gateway_processing_failed,Authorization,GB
1000.0,MXN,1479219722.74,succeeded,Purchase,GA
3200.0,MXN,1467967521.53,gateway_processing_failed,Purchase,GB
6200.0,MXN,1392873300.0,succeeded,Purchase,GA
8055.0,MXN,1464588148.71,gateway_processing_failed,Purchase,GB
3200.0,MXN,1471560330.33,succeeded,Credit,GB
10210.0,MXN,1459749873.18,gateway_processing_failed,Purchase,GB
12570.0,MXN,1451455322.59,succeeded,Purchase,GB
79612.0,MXN,1421464743.12,gateway_processing_failed,Purchase,GA
9160.0,MXN,1461475081.7,succeeded,Purchase,GB
13400.0,MXN,1459318094.08,gateway_processing_failed,Purchase,GB
10900.0,MXN,1480184710.99,gateway_processing_failed,Purchase,GB
300.0,MXN,1476477649.14,gateway_processing_failed,Authorization,GB
9220.0,MXN,1462602050.63,gateway_processing_failed,Purchase,GB
12082.0,MXN,1467699308.83,gateway_processing_failed,Purchase,GB
10900.0,MXN,1469766063.23,gateway_processing_failed,Purchase,GB
8530.0,MXN,1415643691.66,succeeded,Purchase,GA
10900.0,MXN,1469064745.64,gateway_processing_failed,Purchase,GB
5329.0,MXN,1478982396.22,succeeded,Purchase,GA
10900.0,MXN,1480202128.41,gateway_processing_failed,Credit,GB
10900.0,MXN,1479069979.59,gateway_processing_failed,Purchase,GB
3200.0,MXN,1475452953.73,succeeded,Purchase,GB
6680.0,MXN,1465193766.45,gateway_processing_failed,Purchase,GB
6520.0,MXN,1480378366.97,succeeded,Purchase,GA
192220.0,MXN,1476588397.39,gateway_processing_failed,Purchase,GB
3200.0,MXN,1471362256.87,gateway_processing_failed,Purchase,GB
6670.0,MXN,1463710767.62,gateway_processing_failed,Credit,GB
6230.0,MXN,1459836241.38,succeeded,Purchase,GB
10900.0,MXN,1479937695.64,gateway_processing_failed,Credit,GB
10900.0,MXN,1477581979.55,gateway_processing_failed,Purchase,GB
10900.0,MXN,1475911153.61,succeeded,Purchase,GB
34900.0,MXN,1461820014.82,gateway_processing_failed,Purchase,GB
6938.0,MXN,1474252483.15,gateway_processing_failed,Purchase,GB
300.0,MXN,1477630661.15,gateway_processing_failed,Authorization,GA
6990.0,MXN,1459826081.25,succeeded,Purchase,GB
300.0,MXN,1450201935.85,succeeded,Authorization,GB
300.0,MXN,1477075441.03,gateway_processing_failed,Authorization,GB
6830.0,MXN,1444046233.31,gateway_processing_failed,Purchase,GB
28960.0,MXN,1461997041.8,gateway_processing_failed,Purchase,GB
12600.0,MXN,1429643381.72,succeeded,Purchase,GA
300.0,MXN,1477155462.23,gateway_processing_failed,Authorization,GB
14460.0,MXN,1464991198.85,gateway_processing_failed,Purchase,GB
11200.0,MXN,1409713654.04,succeeded,Purchase,GA
3296.0,MXN,1476726926.37,succeeded,Purchase,GB
30550.0,MXN,1466748584.23,failed,Purchase,GB
9826.0,MXN,1473018377.5,succeeded,Purchase,GB
15565.0,MXN,1472624118.22,gateway_processing_failed,Purchase,GB
26280.0,MXN,1461046068.58,failed,Purchase,GB
300.0,MXN,1468686799.04,gateway_processing_failed,Authorization,GB
300.0,MXN,1470774572.83,succeeded,Authorization,GB
42706.0,MXN,1474662668.3,succeeded,Purchase,GB
300.0,MXN,1465706850.85,succeeded,Authorization,GB
300.0,MXN,1458486925.95,gateway_processing_failed,Authorization,GB
300.0,MXN,1474397741.67,gateway_processing_failed,Authorization,GB
6320.0,MXN,1458454623.59,gateway_processing_failed,Purchase,GB
12870.0,MXN,1462279217.46,succeeded,Purchase,GB
300.0,MXN,1477743780.36,gateway_processing_failed,Authorization,GA
3200.0,MXN,1472513434.32,gateway_processing_failed,Purchase,GB
9730.0,MXN,1461564504.72,gateway_processing_failed,Purchase,GB
7095.0,MXN,1480348841.84,gateway_processing_failed,Purchase,GA
10900.0,MXN,1480049729.41,gateway_processing_failed,Purchase,GB
300.0,MXN,1462322497.52,succeeded,Authorization,GB
22080.0,MXN,1460560765.48,gateway_processing_failed,Purchase,GB
10900.0,MXN,1465884590.4,gateway_processing_failed,Purchase,GB
300.0,MXN,1457203057.45,gateway_processing_failed,Authorization,GB
18908.0,MXN,1466636058.84,succeeded,Purchase,GB
300.0,MXN,1475282450.56,gateway_processing_failed,Authorization,GB
10940.0,MXN,1466664613.83,failed,Purchase,GB
36300.0,MXN,1417934482.83,succeeded,Purchase,GA
10900.0,MXN,1468883477.92,gateway_processing_failed,Purchase,GB
300.0,MXN,1475449882.25,succeeded,Authorization,GB
845.0,MXN,1459836260.36,gateway_processing_failed,Purchase,GB
5400.0,MXN,1444806190.96,succeeded,Purchase,GB
10900.0,MXN,1479336485.49,gateway_processing_failed,Purchase,GB
300.0,MXN,1474409734.84,gateway_processing_failed,Authorization,GB
300.0,MXN,1459786722.44,gateway_processing_failed,Authorization,GB
30680.0,MXN,1442901777.74,gateway_processing_failed,Purchase,GB
10900.0,MXN,1479853269.53,gateway_processing_failed,Purchase,GB
10390.0,MXN,1463033999.39,gateway_processing_failed,Purchase,GB
3000.0,MXN,1473455049.88,succeeded,Purchase,GA
300.0,MXN,1475976539.74,gateway_processing_failed,Authorization,GB
2500.0,MXN,1479449368.45,gateway_processing_failed,Purchase,GA
10900.0,MXN,1469252149.68,gateway_processing_failed,Purchase,GB
20750.0,MXN,1460960056.93,gateway_processing_failed,Purchase,GB
3770.0,MXN,1463881709.64,succeeded,Purchase,GB
8595.0,MXN,1469261365.74,gateway_processing_failed,Purchase,GB
25700.0,MXN,1402783722.69,succeeded,Purchase,GA
6473.0,MXN,1472710088.16,gateway_processing_failed,Purchase,GB
300.0,MXN,1465695952.45,succeeded,Authorization,GB
10900.0,MXN,1479953735.02,gateway_processing_failed,Credit,GB
10900.0,MXN,1474570990.96,gateway_processing_failed,Purchase,GB
10900.0,MXN,1480573037.93,succeeded,Purchase,GB
24000.0,MXN,1464330262.83,gateway_processing_failed,Purchase,GB
6540.0,MXN,1437097302.55,gateway_processing_failed,Purchase,GB
23084.0,MXN,1401713688.98,succeeded,Purchase,GA
300.0,MXN,1463109975.57,gateway_processing_failed,Authorization,GB
9081.0,MXN,1468504109.94,gateway_processing_failed,Purchase,GB
37960.0,MXN,1467440851.5,failed,Purchase,GB
3200.0,MXN,1476917471.58,gateway_processing_failed,Purchase,GB
3200.0,MXN,1472586304.8,succeeded,Credit,GB
1950.0,MXN,1462428597.42,gateway_processing_failed,Purchase,GB
300.0,MXN,1443664732.12,gateway_processing_failed,Authorization,GB
5514.0,MXN,1477117606.98,gateway_processing_failed,Purchase,GB
6210.0,MXN,1438027759.77,succeeded,Purchase,GB
8687.0,MXN,1476984546.55,succeeded,Purchase,GB
12930.0,MXN,1456639563.82,gateway_processing_failed,Purchase,GB
300.0,MXN,1476327875.87,gateway_processing_failed,Authorization,GB
6428.0,MXN,1465879377.98,gateway_processing_failed,Purchase,GB
4199.0,MXN,1414014686.35,succeeded,Purchase,GA
3200.0,MXN,1477354331.49,gateway_processing_failed,Purchase,GB
9870.0,MXN,1465021060.96,gateway_processing_failed,Purchase,GB
300.0,MXN,1474902700.51,gateway_processing_failed,Authorization,GB
19025.0,MXN,1473536345.07,gateway_processing_failed,Purchase,GB
300.0,MXN,1467251278.0,gateway_processing_failed,Authorization,GB
5180.0,MXN,1442642743.22,gateway_processing_failed,Purchase,GB
10900.0,MXN,1465888404.01,gateway_processing_failed,Purchase,GB
6160.0,MXN,1463343990.48,succeeded,Purchase,GB
10900.0,MXN,1468904367.42,gateway_processing_failed,Purchase,GB
4000.0,MXN,1455260306.46,gateway_processing_failed,Purchase,GB
2500.0,MXN,1453402614.05,gateway_processing_failed,Purchase,GB
300.0,MXN,1463519848.81,succeeded,Authorization,GB
300.0,MXN,1474304393.19,gateway_processing_failed,Authorization,GB
300.0,MXN,1463754347.41,succeeded,Authorization,GB
300.0,MXN,1465347277.35,gateway_processing_failed,Authorization,GB
10900.0,MXN,1465928768.93,gateway_processing_failed,Purchase,GB
300.0,MXN,1475964165.64,succeeded,Authorization,GB
10065.0,MXN,1466577107.34,gateway_processing_failed,Purchase,GB
300.0,MXN,1457998659.49,gateway_processing_failed,Authorization,GB
100.0,MXN,1405019774.93,succeeded,Authorization,GB
7600.0,MXN,1403700869.36,succeeded,Purchase,GB
300.0,MXN,1465532952.09,failed,Authorization,GB
300.0,MXN,1469330959.87,succeeded,Authorization,GB
7200.0,MXN,1413103343.81,succeeded,Purchase,GA
9360.0,MXN,1464157189.36,gateway_processing_failed,Purchase,GB
10630.0,MXN,1465020459.73,failed,Purchase,GB
300.0,MXN,1477699740.8,gateway_processing_failed,Authorization,GA
300.0,MXN,1465103942.61,gateway_processing_failed,Authorization,GB
100.0,MXN,1420518593.44,gateway_processing_failed,Authorization,GB
9168.0,MXN,1476598921.51,gateway_processing_failed,Purchase,GB
5029.0,MXN,1475815816.26,succeeded,Purchase,GB
300.0,MXN,1465434444.99,succeeded,Authorization,GB
300.0,MXN,1455075874.94,gateway_processing_failed,Authorization,GB
300.0,MXN,1475197196.99,gateway_processing_failed,Authorization,GB
15000.0,MXN,1413012532.6,gateway_processing_failed,Purchase,GA
300.0,MXN,1431306637.2,succeeded,Purchase,GA
8979.0,MXN,1480229578.67,gateway_processing_failed,Purchase,GA
3200.0,MXN,1472411843.2,gateway_processing_failed,Purchase,GB
3200.0,MXN,1478054817.22,gateway_processing_failed,Purchase,GB
10900.0,MXN,1469070775.02,gateway_processing_failed,Purchase,GB
300.0,MXN,1460163235.48,gateway_processing_failed,Authorization,GB
10900.0,MXN,1473083646.84,gateway_processing_failed,Purchase,GB
6060.0,MXN,1445925855.21,gateway_processing_failed,Purchase,GB
12180.0,MXN,1436368731.7,gateway_processing_failed,Purchase,GB
11730.0,MXN,1461391688.95,failed,Purchase,GB
10900.0,MXN,1476837170.85,succeeded,Purchase,GB
300.0,MXN,1477969380.22,succeeded,Authorization,GA
48630.0,MXN,1466058250.85,gateway_processing_failed,Purchase,GB
8812.0,MXN,1479863630.85,succeeded,Purchase,GA
16900.0,MXN,1463551782.18,gateway_processing_failed,Purchase,GB
300.0,MXN,1462631714.43,gateway_processing_failed,Authorization,GB
6410.0,MXN,1465539833.1,gateway_processing_failed,Purchase,GB
2500.0,MXN,1471978813.76,succeeded,Purchase,GB
18940.0,MXN,1464156506.85,gateway_processing_failed,Purchase,GB
10227.0,MXN,1475419473.42,gateway_processing_failed,Purchase,GB
3200.0,MXN,1477414130.77,gateway_processing_failed,Purchase,GB
300.0,MXN,1475935402.55,succeeded,Authorization,GB
300.0,MXN,1470698889.43,gateway_processing_failed,Authorization,GB
3200.0,MXN,1474428582.88,gateway_processing_failed,Purchase,GB
3200.0,MXN,1468816248.82,succeeded,Purchase,GB
23572.0,MXN,1469254827.68,failed,Purchase,GB
300.0,MXN,1478818393.86,gateway_processing_failed,Authorization,GA
23420.0,MXN,1425009799.5,succeeded,Purchase,GB
5500.0,MXN,1440108282.29,succeeded,Purchase,GB
3140.0,MXN,1461398865.41,succeeded,Purchase,GB
8160.0,MXN,1455343515.06,gateway_processing_failed,Purchase,GB
2500.0,MXN,1472522462.86,gateway_processing_failed,Purchase,GB
8100.0,MXN,1437756641.37,succeeded,Purchase,GB
300.0,MXN,1470627113.21,gateway_processing_failed,Authorization,GB
4712.0,MXN,1477981994.24,gateway_processing_failed,Purchase,GA
3200.0,MXN,1473377044.21,gateway_processing_failed,Purchase,GB
300.0,MXN,1468284688.57,succeeded,Authorization,GB
115884.0,MXN,1399492296.9,succeeded,Purchase,GA
300.0,MXN,1480101785.82,gateway_processing_failed,Authorization,GA
3200.0,MXN,1473229825.38,gateway_processing_failed,Purchase,GB
16810.0,MXN,1452837966.21,gateway_processing_failed,Purchase,GB
5592.0,MXN,1467243659.54,succeeded,Purchase,GB
10900.0,MXN,1479929324.09,gateway_processing_failed,Purchase,GB
3462.0,MXN,1476932263.33,succeeded,Purchase,GB
11700.0,MXN,1395900900.0,succeeded,Purchase,GA
10900.0,MXN,1480056308.77,gateway_processing_failed,Credit,GB
300.0,MXN,1465322039.78,succeeded,Authorization,GB
300.0,MXN,1456109694.11,gateway_processing_failed,Authorization,GB
10900.0,MXN,1473676311.62,gateway_processing_failed,Purchase,GB
48523.0,MXN,1415570803.28,gateway_processing_failed,Purchase,GA
15300.0,MXN,1423690483.53,succeeded,Purchase,GB
10400.0,MXN,1409373763.6,succeeded,Purchase,GA
25830.0,MXN,1463343411.99,succeeded,Purchase,GB
300.0,MXN,1474011776.31,succeeded,Authorization,GB
300.0,MXN,1464493038.87,succeeded,Authorization,GB
5717.0,MXN,1469950284.46,succeeded,Purchase,GB
12670.0,MXN,1461304930.41,failed,Purchase,GB
300.0,MXN,1476334855.02,succeeded,Authorization,GB
300.0,MXN,1461001631.02,succeeded,Authorization,GB
4330.0,MXN,1463725202.37,gateway_processing_failed,Purchase,GB
300.0,MXN,1476916302.26,gateway_processing_failed,Authorization,GB
3200.0,MXN,1470048410.75,gateway_processing_failed,Purchase,GB
3960.0,MXN,1463756330.41,succeeded,Purchase,GB
300.0,MXN,1469511560.31,gateway_processing_failed,Authorization,GB
9520.0,MXN,1463379641.02,gateway_processing_failed,Purchase,GB
11700.0,MXN,1454047898.68,gateway_processing_failed,Purchase,GB
5864.0,MXN,1476995065.36,succeeded,Purchase,GB
300.0,MXN,1469242377.39,succeeded,Authorization,GB
3200.0,MXN,1475115099.98,gateway_processing_failed,Purchase,GB
10900.0,MXN,1479696317.41,gateway_processing_failed,Credit,GB
5599.0,MXN,1471493746.96,succeeded,Purchase,GB
5222.0,MXN,1466108516.45,succeeded,Purchase,GB
3200.0,MXN,1476675604.52,succeeded,Purchase,GB
10000.0,MXN,1394012510.0,succeeded,Purchase,GA
10900.0,MXN,1476716001.23,gateway_processing_failed,Purchase,GB
26110.0,MXN,1463638043.44,failed,Purchase,GB
7200.0,MXN,1411812094.8,succeeded,Purchase,GA
7858.0,MXN,1461132127.83,gateway_processing_failed,Purchase,GB
3190.0,MXN,1468110643.69,succeeded,Purchase,GB
18044.0,MXN,1473583900.13,succeeded,Purchase,GB
10900.0,MXN,1478548634.77,gateway_processing_failed,Purchase,GB
300.0,MXN,1460911220.55,succeeded,Authorization,GB
5638.0,MXN,1474929559.65,succeeded,Purchase,GB
14190.0,MXN,1453788082.46,gateway_processing_failed,Purchase,GB
300.0,MXN,1476562546.98,gateway_processing_failed,Authorization,GB
4798.0,MXN,1464501696.18,failed,Purchase,GB
2800.0,MXN,1460528109.42,gateway_processing_failed,Purchase,GB
4700.0,MXN,1462082859.23,gateway_processing_failed,Purchase,GB
300.0,MXN,1465158056.63,gateway_processing_failed,Authorization,GB
300.0,MXN,1476478201.12,gateway_processing_failed,Authorization,GB
4790.0,MXN,1447741617.05,succeeded,Purchase,GB
300.0,MXN,1469313802.27,gateway_processing_failed,Authorization,GB
87600.0,MXN,1441260169.75,gateway_processing_failed,Purchase,GB
4000.0,MXN,1443840088.04,succeeded,Purchase,GB
3200.0,MXN,1473472028.79,succeeded,Purchase,GB
300.0,MXN,1470421479.4,gateway_processing_failed,Authorization,GB
11118.0,MXN,1469513734.85,succeeded,Purchase,GB
930.0,MXN,1462774315.48,gateway_processing_failed,Purchase,GB
2000.0,MXN,1453069154.53,gateway_processing_failed,Purchase,GA
10900.0,MXN,1474957387.31,gateway_processing_failed,Purchase,GB
300.0,MXN,1459373067.67,gateway_processing_failed,Authorization,GB
6348.0,MXN,1467933793.71,gateway_processing_failed,Purchase,GB
3200.0,MXN,1469072260.81,gateway_processing_failed,Purchase,GB
9100.0,MXN,1454570866.92,succeeded,Purchase,GA
300.0,MXN,1476647485.47,succeeded,Authorization,GB
300.0,MXN,1441430467.02,succeeded,Authorization,GB
3200.0,MXN,1473896747.9,succeeded,Credit,GB
3200.0,MXN,1473785542.09,gateway_processing_failed,Purchase,GB
3200.0,MXN,1475799523.29,succeeded,Purchase,GB
10900.0,MXN,1475292507.53,succeeded,Purchase,GB
300.0,MXN,1461991197.59,succeeded,Authorization,GB
2000.0,MXN,1473920612.77,gateway_processing_failed,Purchase,GB
3200.0,MXN,1471054389.03,gateway_processing_failed,Purchase,GB
300.0,MXN,1471889416.62,gateway_processing_failed,Authorization,GB
8550.0,MXN,1464935001.56,failed,Purchase,GB
10900.0,MXN,1479063437.58,gateway_processing_failed,Purchase,GB
10900.0,MXN,1478873727.12,gateway_processing_failed,Credit,GB
10900.0,MXN,1465239599.34,gateway_processing_failed,Purchase,GB
2500.0,MXN,1468125703.63,succeeded,Purchase,GB
10900.0,MXN,1465884321.08,gateway_processing_failed,Purchase,GB
10000.0,MXN,1445479221.85,gateway_processing_failed,Authorization,GB
300.0,MXN,1468777943.86,succeeded,Authorization,GB
4600.0,MXN,1415067339.8,succeeded,Purchase,GA
15850.0,MXN,1458626838.93,gateway_processing_failed,Purchase,GB
3000.0,MXN,1464286790.88,succeeded,Purchase,GB
300.0,MXN,1476983543.22,succeeded,Authorization,GB
3329.0,MXN,1467699251.86,gateway_processing_failed,Purchase,GB
3909.0,MXN,1472328070.74,succeeded,Purchase,GB
300.0,MXN,1468605440.69,gateway_processing_failed,Authorization,GB
3500.0,MXN,1462415498.29,gateway_processing_failed,Purchase,GB
14260.0,MXN,1458367489.7,gateway_processing_failed,Purchase,GB
9640.0,MXN,1459664183.16,gateway_processing_failed,Purchase,GB
3200.0,MXN,1475012717.65,succeeded,Credit,GB
3561.0,MXN,1471809387.42,gateway_processing_failed,Purchase,GB
8261.0,MXN,1477820251.25,succeeded,Purchase,GA
4438.0,MXN,1478317641.72,succeeded,Purchase,GA
96160.0,MXN,1463638709.04,gateway_processing_failed,Purchase,GB
31080.0,MXN,1463379693.98,gateway_processing_failed,Purchase,GB
241030.0,MXN,1467008721.31,gateway_processing_failed,Purchase,GB
300.0,MXN,1464146725.81,gateway_processing_failed,Authorization,GB
300.0,MXN,1463875854.83,gateway_processing_failed,Authorization,GB
3200.0,MXN,1469845754.44,gateway_processing_failed,Purchase,GB
3200.0,MXN,1470012304.31,gateway_processing_failed,Credit,GB
300.0,MXN,1480111493.3,gateway_processing_failed,Authorization,GA
3000.0,MXN,1469315804.25,gateway_processing_failed,Purchase,GB
5400.0,MXN,1412036046.48,succeeded,Purchase,GA
300.0,MXN,1474138018.84,succeeded,Authorization,GB
300.0,MXN,1440180073.54,succeeded,Authorization,GB
10900.0,MXN,1479446131.14,gateway_processing_failed,Credit,GB
3200.0,MXN,1471272708.88,succeeded,Purchase,GB
300.0,MXN,1465119064.64,gateway_processing_failed,Authorization,GB
10788.0,MXN,1435151757.44,succeeded,Purchase,GB
14740.0,MXN,1460441083.54,gateway_processing_failed,Purchase,GB
4915.0,MXN,1479805970.53,succeeded,Purchase,GA
3960.0,MXN,1456898600.14,gateway_processing_failed,Purchase,GB
10900.0,MXN,1469499268.63,gateway_processing_failed,Purchase,GB
3471.0,MXN,1472788233.9,succeeded,Purchase,GB
3200.0,MXN,1475219667.93,gateway_processing_failed,Purchase,GB
48509.0,MXN,1467940299.89,gateway_processing_failed,Purchase,GB
21700.0,MXN,1460508243.13,succeeded,Purchase,GB
262525.0,MXN,1418657353.03,gateway_processing_failed,Purchase,GA
300.0,MXN,1469461599.91,succeeded,Authorization,GB
10278.0,MXN,1478412464.15,gateway_processing_failed,Purchase,GA
100.0,MXN,1411961497.28,succeeded,Authorization,GB
300.0,MXN,1460768788.58,succeeded,Authorization,GB
10900.0,MXN,1465879560.33,gateway_processing_failed,Purchase,GB
57210.0,MXN,1460095862.62,gateway_processing_failed,Purchase,GB
5329.0,MXN,1479776684.11,succeeded,Purchase,GA
5282.0,MXN,1473892216.26,gateway_processing_failed,Purchase,GB
26020.0,MXN,1465717347.88,gateway_processing_failed,Purchase,GB
10900.0,MXN,1477794027.7,succeeded,Purchase,GB
10900.0,MXN,1477367717.9,gateway_processing_failed,Purchase,GB
176000.0,MXN,1464675729.85,gateway_processing_failed,Purchase,GB
10900.0,MXN,1478060652.79,gateway_processing_failed,Purchase,GB
20380.0,MXN,1464934535.71,gateway_processing_failed,Purchase,GB
300.0,MXN,1468296060.25,gateway_processing_failed,Authorization,GB
5560.0,MXN,1429983371.52,succeeded,Purchase,GB
18240.0,MXN,1458367641.09,gateway_processing_failed,Purchase,GB
300.0,MXN,1465708972.5,gateway_processing_failed,Authorization,GB
3801.0,MXN,1478297720.11,gateway_processing_failed,Purchase,GA
6034.0,MXN,1477591086.57,succeeded,Purchase,GA
300.0,MXN,1466219376.83,gateway_processing_failed,Authorization,GB
300.0,MXN,1477034002.33,gateway_processing_failed,Authorization,GB
12563.0,MXN,1467764540.67,gateway_processing_failed,Purchase,GB
300.0,MXN,1465353745.39,succeeded,Authorization,GB
7496.0,MXN,1469887791.02,succeeded,Purchase,GB
9012.0,MXN,1466490895.93,gateway_processing_failed,Purchase,GB
10000.0,MXN,1426310893.01,succeeded,Purchase,GB
300.0,MXN,1469231141.24,gateway_processing_failed,Authorization,GB
4360.0,MXN,1475538776.39,succeeded,Purchase,GB
3200.0,MXN,1475182139.98,succeeded,Purchase,GB
4103.0,MXN,1466226989.34,succeeded,Purchase,GB
4000.0,MXN,1475359270.96,succeeded,Purchase,GB
4000.0,MXN,1455916978.82,succeeded,Purchase,GB
2500.0,MXN,1466275593.16,succeeded,Purchase,GB
21100.0,MXN,1393538192.0,succeeded,Purchase,GA
10900.0,MXN,1479946336.94,gateway_processing_failed,Purchase,GB
3398.0,MXN,1465911660.72,succeeded,Purchase,GB
300.0,MXN,1472094226.77,gateway_processing_failed,Authorization,GB
2000.0,MXN,1476210796.88,gateway_processing_failed,Purchase,GB
10132.0,MXN,1450066888.4,succeeded,Purchase,GB
300.0,MXN,1460794436.8,gateway_processing_failed,Authorization,GB
23830.0,MXN,1467440086.22,gateway_processing_failed,Purchase,GB
10900.0,MXN,1480195110.29,succeeded,Credit,GB
300.0,MXN,1432457150.21,succeeded,Purchase,GA
3200.0,MXN,1469499849.78,gateway_processing_failed,Purchase,GB
3931.0,MXN,1480006311.94,succeeded,Purchase,GA
52326.0,MXN,1466318293.58,failed,Purchase,GB
9196.0,MXN,1465798131.5,gateway_processing_failed,Purchase,GB
300.0,MXN,1470972054.15,succeeded,Authorization,GB
300.0,MXN,1459020946.46,succeeded,Authorization,GB
2500.0,MXN,1470018821.49,succeeded,Purchase,GB
300.0,MXN,1477621427.87,gateway_processing_failed,Authorization,GA
300.0,MXN,1469757943.43,succeeded,Authorization,GB
3200.0,MXN,1476496891.86,gateway_processing_failed,Purchase,GB
12030.0,MXN,1459958702.33,gateway_processing_failed,Purchase,GB
5580.0,MXN,1460069374.22,succeeded,Purchase,GB
300.0,MXN,1464582348.82,gateway_processing_failed,Authorization,GB
3000.0,MXN,1462429374.57,gateway_processing_failed,Purchase,GB
300.0,MXN,1480108177.08,gateway_processing_failed,Authorization,GA
300.0,MXN,1469739723.74,gateway_processing_failed,Authorization,GB
29510.0,MXN,1466057796.36,failed,Purchase,GB
4312.0,MXN,1473895913.49,succeeded,Purchase,GB
300.0,MXN,1456520910.27,gateway_processing_failed,Authorization,GB
10900.0,MXN,1479256821.81,gateway_processing_failed,Purchase,GB
300.0,MXN,1467315713.05,gateway_processing_failed,Authorization,GB
38980.0,MXN,1447984438.85,succeeded,Purchase,GB
4100.0,MXN,1479784379.24,succeeded,Purchase,GA
11910.0,MXN,1455121858.25,succeeded,Purchase,GB
6373.0,MXN,1467698675.63,gateway_processing_failed,Purchase,GB
5070.0,MXN,1463983885.13,gateway_processing_failed,Purchase,GB
10900.0,MXN,1479353416.53,gateway_processing_failed,Purchase,GB
10900.0,MXN,1470317069.21,gateway_processing_failed,Purchase,GB
300.0,MXN,1467759436.07,gateway_processing_failed,Authorization,GB
15660.0,MXN,1464310063.43,gateway_processing_failed,Purchase,GB
300.0,MXN,1460310526.4,succeeded,Authorization,GB
10651.0,MXN,1468612932.78,succeeded,Purchase,GB
5592.0,MXN,1480226565.23,gateway_processing_failed,Purchase,GA
300.0,MXN,1469938158.78,gateway_processing_failed,Authorization,GB
10900.0,MXN,1474700049.55,gateway_processing_failed,Purchase,GB
5726.0,MXN,1479886370.94,succeeded,Purchase,GA
5000.0,MXN,1447554479.12,succeeded,Purchase,GB
300.0,MXN,1446573982.12,succeeded,Authorization,GB
26234.0,MXN,1466058728.06,gateway_processing_failed,Purchase,GB
300.0,MXN,1472613246.27,succeeded,Authorization,GB
10900.0,MXN,1464918082.14,succeeded,Purchase,GB
300.0,MXN,1479160640.47,gateway_processing_failed,Authorization,GA
10900.0,MXN,1468922880.11,gateway_processing_failed,Purchase,GB
3200.0,MXN,1469215128.99,gateway_processing_failed,Purchase,GB
300.0,MXN,1464671382.26,gateway_processing_failed,Authorization,GB
300.0,MXN,1475389926.74,gateway_processing_failed,Authorization,GB
10900.0,MXN,1468910875.44,gateway_processing_failed,Purchase,GB
10900.0,MXN,1465922828.12,gateway_processing_failed,Purchase,GB
7510.0,MXN,1442671968.92,gateway_processing_failed,Purchase,GB
8000.0,MXN,1468558143.72,gateway_processing_failed,Purchase,GA
5361.0,MXN,1470330141.33,succeeded,Purchase,GB
3500.0,MXN,1456985502.07,gateway_processing_failed,Purchase,GB
10900.0,MXN,1476501699.87,gateway_processing_failed,Purchase,GB
2905.0,MXN,1479090102.51,gateway_processing_failed,Purchase,GA
2459.0,MXN,1478470438.38,gateway_processing_failed,Purchase,GA
300.0,MXN,1474554637.63,succeeded,Authorization,GB
3500.0,MXN,1447567281.42,gateway_processing_failed,Purchase,GB
312.0,MXN,1479330130.4,succeeded,Purchase,GA
300.0,MXN,1473143885.49,succeeded,Authorization,GB
3200.0,MXN,1468264344.46,gateway_processing_failed,Purchase,GB
23530.0,MXN,1438870293.89,succeeded,Purchase,GB
3200.0,MXN,1469159468.51,succeeded,Purchase,GB
300.0,MXN,1458293431.73,gateway_processing_failed,Authorization,GB
3500.0,MXN,1459816396.69,succeeded,Purchase,GB
228980.0,MXN,1461549404.93,gateway_processing_failed,Purchase,GB
14050.0,MXN,1444630276.18,gateway_processing_failed,Purchase,GB
29119.0,MXN,1468699056.33,succeeded,Purchase,GB
300.0,MXN,1474491665.39,succeeded,Authorization,GB
300.0,MXN,1477440513.89,gateway_processing_failed,Purchase,GA
13280.0,MXN,1460258566.37,succeeded,Purchase,GB
